,name,age,position,ovr_rating,pot_rating
3,Gian Marco FerrariL,26,CB,75,80
4,Lewis Cook,21,CMCAM,75,84
5,Ramy Bensebaini,23,CBLB,75,79
6,Sofyan Amrabat,22,CMRB,75,80
7,Dyego Sousa,28,ST,75,75
8,David Soria,25,GK,75,80
9,Granell,30,CM,75,75
10,Timo Baumgartl,22,CB,75,83
11,Mata,29,ST,75,75
12,Andrea Conti,24,RMRB,75,81
13,Şener Özbayraklı,28,RB,75,75
14,Ozan Tufan,23,CDMCM,75,79
15,Ömer Ali Şahiner,26,RMLMLB,75,76
16,Ivi,24,LMSTRMCAM,75,82
17,Harry Winks,22,CMCDM,75,84
18,Lukas Klostermann,22,RBLB,75,82
19,Miloš Jojić,26,CMRMCDM,75,78
20,Hélder Costa,24,RWRM,75,81
21,Godfred Donsah,22,CM,75,83
22,Miloš Veljković,22,CBCDM,75,83
23,Pablo MaffeoL,21,RWBRM,75,86
24,Abdelhak Nouri,21,CAMLW,75,75
25,James Maddison,21,CAMCM,75,82
26,Demarai Gray,22,LMCAM,75,83
27,Antonio Barreca,23,LB,75,81
28,Martin Dúbravka,29,GK,75,77
29,Bongani Zungu,25,CMCDM,75,80
0,Thulani Hlatshwayo,28,CBRB,75,77
1,Tana,27,RMCMCAMLM,75,75
2,Baptiste Santamaria,23,CDMCM,75,80
3,Kahraba,24,LMRMLWST,75,81
4,Edgar Méndez,27,RMLMLW,75,75
5,José Luis Gómez,25,RB,75,80
6,Alejandro Silva,29,RWCM,75,75
7,Djavan,30,LB,75,75
8,Zainadine,30,CB,75,75
9,Andre Blake,27,GK,75,79
10,Salih UçanL,24,CMCAM,75,82
11,Miha Mevlja,28,CB,75,78
12,Franco Mussis,26,CDMCM,75,79
13,Sebastián Torrico,38,GK,75,75
14,Gonçalo Paciência,24,ST,75,83
15,Stanislav Lobotka,23,CMCDM,75,83
16,Yuriy Gazinskiy,29,CDMCM,75,75
17,Seko Fofana,23,CMCDM,75,82
18,Marcel Tisserand,25,CBLB,75,80
19,Federico Carrizo,27,LMCAM,75,75
20,Nery DomínguezL,28,CDMCM,75,76
21,Ignacio Fernández,28,CMCAM,75,75
22,Mike Maignan,23,GK,75,83
23,Andrea Petagna,23,ST,75,82
24,Burgui,24,LMCAMRM,75,80
25,KenedyL,22,LMLWB,75,83
26,Ayoze Pérez,25,CFCAMST,75,81
27,Deniz Türüç,25,CAMRMLM,75,79
28,Rúben Vezo,24,CBRB,75,81
29,Guido Carrillo,27,ST,75,76
0,Lucas Zelarayán,26,CAMCMLW,75,80
1,Alejandro Donatti,31,CB,75,75
2,Julio Buffarini,30,RBLBRM,75,75
3,Héctor Villalba,24,RMST,75,79
4,Rodrigo Rey,27,GK,75,78
5,Gastón Lezcano,31,RWLW,75,75
6,Emmanuel Mas,29,LB,75,75
7,Silvio Romero,30,STRM,75,75
8,Paolo Goltz,33,CB,75,75
9,Christian Cueva,26,LMCAMRM,75,77
10,Jeremy Toljan,24,RBLBRM,75,81
11,Luis QuiñonesL,27,LMCAM,75,76
12,Vladimir Hernández,29,CAMLM,75,75
13,Daniel Bocanegra,31,RBCB,75,75
14,William Tesillo,28,CB,75,76
15,José Cuadrado,33,GK,75,75
16,Diego Rodríguez,29,CDMCM,75,76
17,Adama,22,RMRW,75,85
18,Éder Balanta,25,CB,75,81
19,Ruben Loftus-CheekL,22,LMCAMCM,75,84
20,Erick Pulgar,24,CDMCM,75,80
21,Felipe Mora,25,ST,75,80
22,Kaku Guélor Kanga,28,CAMCM,75,76
23,Levin Öztunali,22,RMRW,75,82
24,Matías Cabrera,32,CAMCM,75,75
25,Sven van Beek,24,CB,75,81
26,Laurent Depoitre,29,ST,75,75
27,Carlos SalcedoL,24,CB,75,79
28,Daniel Amartey,23,CDMCMRB,75,81
29,TozéL,25,CAMCMLWRW,75,79
0,Ludwig Augustinsson,24,LB,75,81
1,Davie Selke,23,ST,75,82
2,MedránL,24,CMCDMCAM,75,81
3,Riechedly Bazoer,21,CM,75,84
4,Ivan Cavaleiro,24,RWLWST,75,80
5,Yannick Gerhardt,24,LBLMCM,75,81
6,Enzo Roco,26,CB,75,78
7,Brandon Mechele,25,CB,75,78
8,Lazar MarkovićL,24,RMCF,75,79
9,Camilo VargasL,29,GK,75,76
10,Robert Berić,27,ST,75,77
11,Jérôme Gondorf,30,CMCDM,75,75
12,Florian Niederlechner,27,ST,75,75
13,Marc Schnatterer,32,RMLM,75,75
14,Moussa Dembélé,22,ST,75,85
15,Danilo CataldiL,24,CMCDM,75,83
16,Moussa Konaté,25,ST,75,80
17,Guillermo Fernández,26,CMCDMCAM,75,78
18,Valentino Lazaro,22,RMCAMLM,75,81
19,Paolo Hurtado,28,CAM,75,76
20,Pedro Santos,30,RMLM,75,75
21,Chancel Mbemba,24,CBLB,75,80
22,Björn Engels,23,CB,75,82
23,Douglas Santos,24,LB,75,81
24,Mauro Dos Santos,29,CB,75,76
25,Marc Stendera,22,CMCAMCDM,75,83
26,Luca Zuffi,28,CDMCM,75,76
27,Ridgeciano Haps,25,LB,75,78
28,Rachid Ghezzal,26,RWRM,75,76
29,Jhon Córdoba,25,ST,75,80
0,Hany Mukhtar,23,CAM,75,82
1,Kevin Wimmer,25,CB,75,80
2,Mikel AguL,25,CDM,75,80
3,Yassine Bounou,27,GK,75,79
4,Pierrick Capelle,31,CMRWLMLW,75,75
5,Matías Britos,29,STCAMCF,75,75
6,Eric Bicfalvi,30,CAMSTCM,75,75
7,Christopher Jullien,25,CB,75,79
8,Martín Mantovani,34,CB,75,75
9,Alfred Duncan,25,CM,75,80
10,Alfie Mawson,24,CB,75,84
11,Oumar Niasse,28,ST,75,75
12,Gabriel,24,CAMSTCDMCM,75,81
13,Leandro Fernández,27,STRMLM,75,76
14,Tom Rogić,25,CAM,75,78
15,Lucas Lima,26,LBLM,75,77
16,Erik Durm,26,LBRBRM,75,77
17,Tobias Strobl,28,CDMCB,75,76
18,PaulinhoL,24,CAMCMRW,75,82
19,Viktor Claesson,26,CAMLMCM,75,78
20,Jürgen Damm,25,RM,75,78
21,Insua,25,CB,75,80
22,Eduardo Vargas,28,STCAM,75,75
23,Bogdan Butko,27,RB,75,76
24,Sergiy Kryvtsov,27,CB,75,78
25,João Pereira,34,RB,75,75
26,Yvon Mvogo,24,GK,75,81
27,Calum Chambers,23,CBRB,75,82
28,Amin Younes,25,LW,75,79
29,Stefan Ristovski,26,RBRM,75,78
0,Jairo,25,LMRM,75,79
1,Dwight Gayle,27,ST,75,76
2,Christian Atsu,26,LMRM,75,76
3,Solomon Kverkvelia,26,CBLB,75,79
4,Jean-Paul Boëtius,24,LWRW,75,80
5,Soualiho MeïtéL,24,CDMCM,75,78
6,Fayçal Fajr,30,RMLMCMCDM,75,75
7,Moritz Bauer,26,RBRWBRM,75,78
8,Aleksandar Katai,27,LMLWRWCAM,75,75
9,Toni Leistner,28,CB,75,76
10,Toño García,28,LBLWB,75,75
11,Ole Kristian Selnæs,24,CDMCM,75,79
12,Ricardo Álvarez,30,CAMCF,75,75
13,Lucas Andersen,23,CAMLMRM,75,81
14,Felipe Gutiérrez,27,CMCAMCDM,75,76
15,Welthon,26,ST,75,78
16,Alyaksandr Martynovich,31,CB,75,75
17,Joe Bryan,24,LBLM,75,80
18,Wellington Nem,26,CAMST,75,78
19,Thomas Monconduit,27,CDMCM,75,77
20,Robin Knoche,26,CB,75,78
21,Fabián Castillo,26,LMRM,75,77
22,Leigh Griffiths,28,ST,75,75
23,Rodrigo Ely,24,CB,75,79
24,Aden Flint,29,CB,75,76
25,Fabrício,28,STLW,75,75
26,Abdoulay Diaby,27,STRW,75,76
27,Stuart Armstrong,26,CAMCDM,75,77
28,Konstantinos StafylidisL,24,LB,75,79
29,Matthias Ostrzolek,28,LBLWBCDM,75,75
0,Jasmin KurtićL,29,CMCAMCF,75,75
1,Naldo,30,CB,75,76
2,Andreas Cornelius,25,ST,75,80
3,Anthony Limbombe,24,LM,75,80
4,Ahmed MusaL,25,STLM,75,78
5,ÁlvaroL,27,STLW,75,76
6,Cristiano BiraghiL,26,LBLM,75,77
7,Diego,30,LM,75,75
8,Emmanuel Gigliotti,31,ST,75,75
9,Muhamed BešićL,26,CDMCM,75,80
10,Liam Moore,25,CB,75,80
11,Tolga Ciğerci,26,CDMCMLM,75,78
12,James Forrest,27,RM,75,76
13,Jeff Hendrick,26,CAMCM,75,77
14,Marco Bizot,27,GK,75,78
15,Sylvester Igboun,28,STLMRMCF,75,75
16,Leandro González Pirez,26,CB,75,78
17,Matz SelsL,26,GK,75,78
18,Roberto IngleseL,26,ST,75,78
19,Diego Mariño,28,GK,75,78
20,Harun Tekin,29,GK,75,76
21,Kévin Malcuit,27,RBRM,75,76
22,Nampalys MendyL,26,CDMCM,75,76
23,Saphir TaïderL,26,CMCDM,75,76
24,Fredrik Midtsjø,25,CMCDM,75,79
25,Jonas Svensson,25,RB,75,79
26,Zakaria Labyad,25,CFCAM,75,79
27,Billy Ketkeophomphone,28,STRMRW,75,75
28,Róbert Mak,27,RMLM,75,75
29,Samu Saiz,27,CAM,75,76
0,Aymen AbdennourL,29,CB,75,76
1,Giulio Donati,28,RBRWB,75,75
2,Karim Ansarifard,28,ST,75,75
3,Esteban Paredes,38,ST,75,75
4,Miloš Ninković,33,CAMLM,75,75
5,Radosav Petrović,29,CDMCM,75,75
6,Florian Kainz,25,LMCAMCMCF,75,78
7,Jagoš Vuković,30,CB,75,75
8,Craig Dawson,28,RBCB,75,75
9,Ishak BelfodilL,26,STLMCF,75,78
10,Stefan Ilsanker,29,CDMCBRB,75,75
11,Leonardo,31,LMRM,75,75
12,Lasse Sobiech,27,CB,75,75
13,Jano Ananidze,25,CAMLM,75,78
14,Diafra Sakho,28,ST,75,75
15,Nick Viergever,29,CBLB,75,75
16,Mattia Destro,27,ST,75,76
17,Joel Obi,27,CM,75,76
18,Philipp Bargfrede,29,CDM,75,75
19,Martin BraithwaiteL,27,CAMSTLM,75,78
20,Marvin Zeegelaar,28,LBLWB,75,76
21,Alan Pulido,27,STCF,75,76
22,Ezequiel Schelotto,29,RBRM,75,75
23,Kike García,28,ST,75,75
24,Artur Ioniţă,28,CMCAMCDM,75,75
25,Emmanuel BaduL,27,CMCDM,75,76
26,Milton Caraglio,29,ST,75,75
27,Luciano Narsingh,27,RWLW,75,75
28,Lamine Sané,31,CB,75,75
29,José Cañas,31,CDMCM,75,75
0,Georgiy Schennikov,27,LWBLM,75,76
1,Valon Berisha,25,LMCMCAM,75,78
2,Maya Yoshida,30,CB,75,75
3,Leandro Chichizola,28,GK,75,77
4,Yūya Ōsako,28,CFSTCAM,75,75
5,Salman Al Faraj,29,CMLMCDM,75,75
6,Osama Hawsawi,34,CB,75,75
7,Ervin Zukanović,31,CBLB,75,75
8,Adam Smith,27,RBRWB,75,76
9,Dominic Maroh,31,CB,75,75
10,Sebastián Blanco,30,LMCFRM,75,75
11,Matías Caruzzo,34,CB,75,75
12,Ike Opara,29,CB,75,76
13,Christian Kabasele,27,CB,75,78
14,Johannes Hopf,31,GK,75,75
15,Rubén PérezL,29,CDMCM,75,75
16,José Ángel,29,LB,75,75
17,Karl-Johan Johnsson,28,GK,75,75
18,Timothée Kolodziejczak,26,CBLB,75,77
19,Davide Santon,27,LBRB,75,75
20,Junior Hoilett,28,LWLM,75,75
21,Junior Stanislas,28,RMLM,75,75
22,Cristopher Toselli,30,GK,75,75
23,Saúl Berjón,32,LMRMCAM,75,75
24,Jimmy Durmaz,29,LMCAMRM,75,75
25,Jonathan Kodjia,28,ST,75,75
26,Miguel Angel Britos,33,CBLB,75,75
27,Francesco Caputo,31,ST,75,75
28,Oussama Assaidi,30,LMST,75,75
29,Mirko Valdifiori,32,CDMCM,75,75
0,Serey Dié,33,CDM,75,75
1,Riccardo Meggiorini,33,ST,75,75
2,Abel Hernández,28,ST,75,75
3,Cheick DiabatéL,30,ST,75,75
4,Lewis Holtby,27,CAMCM,75,76
5,Aatif Chahechouhe,32,LMCAM,75,75
6,Wanderson,32,STLW,75,75
7,Dmitriy Tarasov,31,CDM,75,75
8,Jorge Hernández,29,CDM,75,76
9,Jesús Dueñas,29,CDMRBCM,75,75
10,Christian Träsch,31,CDMRB,75,75
11,Albert Adomah,30,LMRM,75,75
12,Geoff Cameron,33,CDMCBCM,75,75
13,Matías AlustizaL,34,STCAM,75,75
14,Theodor Gebre Selassie,31,RBRM,75,75
15,Roman Neustädter,30,CBCDM,75,75
16,Patrick van Aanholt,28,LB,75,76
17,James Chester,29,CB,75,76
18,Ismaël Traoré,32,CB,75,75
19,Ádám Szalai,30,ST,75,75
20,Martin Olsson,30,LBLWB,75,75
21,Ricky van Wolfswinkel,29,ST,75,75
22,Jonathan Biabiany,30,RWLWRM,75,75
23,Jean-Armel Kana-Biyik,29,CB,75,76
24,Gregory van der Wiel,30,RBRWBCB,75,75
25,Maxi Moralez,31,CAMCM,75,75
26,Claudio Yacob,31,CDMCM,75,75
27,Anthony Mounier,30,RWLW,75,75
28,Bakary KonéL,30,CB,75,75
29,Jonathan Hogg,29,CDMCM,75,75
0,Nabil El Zhar,32,RMCAMLM,75,75
1,Mathias Jørgensen,28,CB,75,77
2,Fabian Frei,29,CMCDMCAMCB,75,75
3,Fabien Lemoine,31,CDMCM,75,75
4,Lucas Barrios,33,ST,75,75
5,Ricardo,36,GK,75,75
6,Víctor Cáceres,33,CDMCM,75,75
7,Dale Stephens,29,CM,75,75
8,Titi,30,CB,75,75
9,Jakob Johansson,28,CDMCM,75,76
10,Marcelo Martins,31,ST,75,75
11,Bořek Dočkal,29,CAMCM,75,75
12,Eren Derdiyok,30,ST,75,75
13,Nuno Pinto,32,LB,75,75
14,Óscar Cardozo,35,ST,75,75
15,Ola Kamara,28,STLW,75,75
16,Mosquera,30,CDMCM,75,75
17,Varela,30,CB,75,75
18,Erik Pieters,30,LBLWB,75,75
19,Alessio Cerci,31,RWST,75,75
20,Lazaros Christodoulopoulos,31,LMRM,75,75
21,Stefano Okaka,29,ST,75,75
22,Jonathan De Guzmán,30,CMCDMCAM,75,75
23,Ludovic Baal,32,LBLM,75,75
24,Gustav Svensson,31,CDMCBCM,75,75
25,Bojan Jokič,32,LWBLB,75,75
26,Simone Missiroli,32,CM,75,75
27,Duško Tošić,33,CBLB,75,75
28,Sven Kums,30,CMCDM,75,75
29,Baiano,31,RB,75,75
0,Fran RicoL,31,CDMCMCAM,75,75
1,Gonzalo Castro,33,LMLWSTRW,75,75
2,Joselu,28,ST,75,75
3,Luca Cigarini,32,CMCDM,75,75
4,Keiren Westwood,33,GK,75,75
5,Jonas Lössl,29,GK,75,76
6,Souleymane Bamba,33,CB,75,75
7,Manu García,32,CDMCM,75,75
8,Matías Fritzler,32,CDMCM,75,75
9,Hugo Ayala,31,CB,75,75
10,Caner Erkin,29,LBLM,75,75
11,Nicolás Spolli,35,CB,75,75
12,Andrey Eschenko,34,RBRWB,75,75
13,Cristian Rodríguez,32,CAMLM,75,75
14,Tim Krul,30,GK,75,75
15,Charlie Daniels,32,LBLWB,75,75
16,Danny Simpson,31,RB,75,75
17,BarragánL,31,RBRWB,75,75
18,Shane Long,31,ST,75,75
19,Omar Ramos,30,RMLM,75,75
20,Ron Vlaar,33,CB,75,75
21,Juan Pablo Carrizo,34,GK,75,75
22,Nicolás Domingo,33,CDMCMCB,75,75
23,Roman Shishkin,31,RBCDMCB,75,75
24,Jakub Błaszczykowski,32,RMRB,75,75
25,Alessandro Diamanti,35,CFRWCAM,75,75
26,Bacary Sagna,35,RBCB,75,75
27,Younès Kaboul,32,CB,75,75
28,Jonathan Orozco,32,GK,75,75
29,Guillaume Gillet,34,CDMCM,75,75
0,James Morrison,32,CAMCM,75,75
1,Marcos Angeleri,35,CBRB,75,75
2,Adrian Mierzejewski,31,CAMRMLM,75,75
3,Valon Behrami,33,CDMCM,75,75
4,Andrés Pérez,38,CDMCM,75,75
5,Alaixys Romao,34,CDMCB,75,75
6,Leonardo Pisculichi,34,CAMSTRM,75,75
7,Léo Matos,32,RBLBRM,75,75
8,Jean Beausejour,34,LBLW,75,75
9,Philipp Tschauner,32,GK,75,75
10,Oribe Peralta,34,ST,75,75
11,Ibrahim Afellay,32,CAMCMLMRM,75,75
12,Mathieu Flamini,34,CDMCM,75,75
13,Bartosz Białkowski,31,GK,75,75
14,Yuriy Zhirkov,35,LBLM,75,75
15,Bobô,33,ST,75,75
16,Ramazan Özcan,34,GK,75,75
17,Steven Davis,33,CMCAMCDM,75,75
18,Francesco Magnanelli,33,CDM,75,75
19,Diego Castro,36,LM,75,75
20,Javier Pinola,35,CB,75,75
21,Iván Cuéllar,34,GK,75,75
22,Iván Ramis,33,CB,75,75
23,Volkan Demirel,36,GK,75,75
24,Aitor Sanz,33,CDMCMCAM,75,75
25,Boštjan Cesar,36,CB,75,75
26,Luca Rigoni,33,CMCDM,75,75
27,Stijn Schaars,34,CDMCM,75,75
28,Hasan Ali Kaldırım,28,LB,75,75
29,Selçuk İnan,33,CMCDM,75,75
0,Arouna Koné,34,STRMLM,75,75
1,Alexander Meier,35,STCFCAM,75,75
2,Gareth McAuley,38,CB,75,75
3,Artur Boruc,38,GK,75,75
4,Jaime Valdés,37,CMCAM,75,75
5,Alberto Aquilani,34,CMCDMCAM,75,75
6,Tranquillo Barnetta,33,CAMCDMCM,75,75
7,Patrice Evra,37,LB,75,75
8,Etienne Didot,35,CDMCM,75,75
9,Ludovic Butelle,35,GK,75,75
10,Emiliano Moretti,37,CB,75,75
11,Claudio Pizarro,39,ST,75,75
12,James Collins,35,CB,75,75
13,Dario Dainelli,39,CB,75,75
14,Tarantini,34,CMCDM,75,75
15,Felipe,34,CB,75,75
16,Carlitos,28,ST,74,74
17,Rafael Pérez,28,CB,74,75
18,Federico ValverdeL,20,CMLMCAM,74,85
19,Wendel,21,CM,74,87
20,Patrick Cutrone,20,ST,74,88
21,Bruno Xadas,20,RMCM,74,85
22,Christian Luyindama,24,CBCDM,74,80
23,Ezequiel Barco,19,LMCAMST,74,89
24,Marc Roca,21,CDMCM,74,85
25,Ryan Sessegnon,18,LWLB,74,88
26,Pol Lirola,21,RBRM,74,80
27,Răzvan Marin,22,CMCDM,74,82
28,Guus Til,20,CAMCM,74,82
29,Panagiotis Retsos,20,CBRBLB,74,85
0,Adama Diakhaby,22,STRM,74,80
1,Salvi Sánchez,27,RMCAMLM,74,74
2,Caio Milaçar,34,CAM,74,74
3,Amath Ndiaye Diedhiou,22,STLMCAM,74,87
4,Mikel VillanuevaL,25,CB,74,79
5,Aleñà,20,CMRMCAM,74,87
6,Bernardo,23,LBRB,74,81
7,Chidozie AwaziemL,21,CB,74,81
8,Luka JovićL,20,ST,74,83
9,Christopher Nkunku,20,CMLW,74,82
10,Wesley,21,ST,74,82
11,Maurício,26,CB,74,76
12,Ryota Morioka,27,CAMCF,74,75
13,Timothy Fosu-MensahL,20,RBCB,74,83
14,Çağlar Söyüncü,22,CB,74,83
15,Ruslan Malinovskyi,25,CM,74,79
16,José Arnáiz,23,LMSTRM,74,86
17,Tammy AbrahamL,20,ST,74,85
18,Emre Mor,21,RWSTLWCF,74,85
19,Kelvin Amian,20,RBCB,74,82
20,Ludovic Blas,20,RMCMLM,74,83
21,Michael SantosL,25,STLM,74,79
22,Ádám Nagy,23,CDM,74,85
23,Jadson Vidigal,26,ST,74,74
24,Erick Gameira,26,STCF,74,74
25,Hélton Celanova,26,ST,74,74
26,Alvildo Sousa,34,CAMCM,74,74
27,Leo Caldeirinha,34,CAMLM,74,74
28,Jacson Zonta,34,CAMRMLM,74,74
29,Marlon Nideiro,34,CAM,74,74
0,José Mirazar,34,CAMLM,74,74
1,Fábio Melitinho,34,CAMLM,74,74
2,Pascoal Muscato,26,CDMCM,74,74
3,Edercinho Sepa,30,CDM,74,74
4,Duirval Diniz,34,CBRB,74,74
5,Enaldo Toxeto,30,CB,74,74
6,Édundo Oliveira,26,CB,74,74
7,Jesus Andradaldo,26,RB,74,74
8,Padilhisco,26,LBLM,74,74
9,Adrianiscito,26,GK,74,74
10,Victorino Magela,30,GK,74,74
11,Nicolás Formido,30,CAMLMCM,74,74
12,Kauã Abranches,34,CAMRMRB,74,74
13,Sebas Couteira,30,CAMRM,74,74
14,Edvaldisco,26,CDMCMCAM,74,74
15,Emilio Piodão,26,CDMCM,74,74
16,Claudiano Sobrino,34,CDMCM,74,74
17,Kaíqundo Calado,26,CBCDM,74,74
18,Hugo Goiteira,26,CB,74,74
19,Kel Perinho,34,CB,74,74
20,Jailson Caeiro,26,RBRM,74,74
21,Enaldo Praz,30,LB,74,74
22,Tom Davies,20,CMCAM,74,84
23,Jorge,22,LB,74,80
24,Viktor Kovalenko,22,CAMCM,74,82
25,PedrazaL,22,LMLWB,74,80
26,Almamy Touré,22,RB,74,80
27,Frédéric Guilbert,23,RBRM,74,83
28,Álex RemiroL,23,GK,74,83
29,Omar Colley,25,CB,74,78
0,Fabián Sambueza,30,RMCAM,74,74
1,Joevin Jones,27,LMLB,74,75
2,TrezeguetL,23,LMCAMRM,74,77
3,Benjamin Verbič,24,LMRM,74,80
4,Pedro Gallese,28,GK,74,76
5,Adam Masina,24,LB,74,79
6,İrfan Can Kahveci,23,CAMCMLM,74,80
7,David GarcíaL,24,CB,74,80
8,Sinan Gümüş,24,RM,74,78
9,Emiliano VelázquezL,24,CB,74,81
10,Percy Tau,24,STRWLWCAM,74,79
11,Alex MeretL,21,GK,74,88
12,Motaz Hawsawi,26,CB,74,79
13,Alexandr Tashaev,24,LMLW,74,78
14,Orbelín Pineda,22,CMCAMCDM,74,82
15,François Kamano,22,LW,74,78
16,Maxime Lopez,20,CM,74,80
17,Octavio Rivero,26,ST,74,77
18,Kuca,29,LMRM,74,74
19,Eraso,28,CAMCDMCM,74,74
20,Rubén Aguilar,25,RWBRBLB,74,79
21,Edoardo Goldaniga,24,CB,74,77
22,Sibusiso Vilakazi,28,CAMCFRW,74,74
23,Aytaç Sulu,32,CB,74,74
24,Andrés Chávez,27,STLW,74,75
25,Walace,23,CDMCM,74,80
26,Martin ØdegaardL,19,RW,74,86
27,Bernard MensahL,23,CAMLM,74,81
28,Manuel Locatelli,20,CDM,74,85
29,Patrick RobertsL,21,RM,74,84
0,Enzo CrivelliL,23,ST,74,80
1,Luciano Acosta,24,CAMCM,74,76
2,Jaïro Riedewald,22,CDMCBLB,74,82
3,Léo BonatiniL,24,ST,74,80
4,Jason DenayerL,23,CBCDMRB,74,81
5,Embarba,26,RMLMST,74,75
6,Jorge Figal,24,CBRB,74,80
7,Chema Rodríguez,26,CB,74,79
8,Luca RizzoL,26,RMCM,74,75
9,Sebastián Cristóforo,25,CDMCM,74,78
10,Samuel Gigot,24,CB,74,79
11,Ezequiel Cerutti,26,RMST,74,75
12,Guillermo Maripán,24,CB,74,78
13,Firmin Ndombe MubeleL,24,STRWLW,74,78
14,Genki HaraguchiL,27,RMLM,74,74
15,Lukas Lerager,25,CMCDM,74,78
16,Víctor García,24,RB,74,79
17,Moses Simon,23,LMCFRM,74,81
18,Kendall Waston,30,CB,74,74
19,Daley Sinkgraven,23,LBCM,74,77
20,Fernando Monetti,29,GK,74,76
21,Rafael Vaz,29,CB,74,75
22,Damir Kreilach,29,CMCAMST,74,74
23,Maxwel Cornet,21,RWLW,74,80
24,Christian Mathenia,26,GK,74,78
25,Leonardo Jara,27,RBCM,74,75
26,Jonathan Schunke,31,CB,74,74
27,Guillermo Ortíz,26,CB,74,80
28,Diego Braghieri,31,CB,74,74
29,Brahian Alemán,28,LMCMCAM,74,74
0,Postigo,29,CB,74,75
1,Andrés Ricaurte,26,CDMCAMCM,74,77
2,Guillermo Celis,25,CDMCM,74,79
3,Ayron del Valle,29,ST,74,74
4,Benjamin Bourigeaud,24,RMCM,74,78
5,Nicolás Vikonis,34,GK,74,74
6,Matheus Uribe,27,CMCDMRW,74,75
7,Ben Pearson,23,CDMCM,74,79
8,Diego Valdés,24,CAMCM,74,78
9,Martín Nervo,27,CBRB,74,77
10,Rodrigo Javier De Paul,24,CFRW,74,80
11,Cho Hyun Woo,26,GK,74,76
12,Clinton Njie,25,STLW,74,77
13,Nicolae Stanciu,25,CAM,74,77
14,Darko Lazović,27,RWRM,74,74
15,Adis Jahović,31,ST,74,74
16,Janik Haberer,24,CMCFLMRM,74,78
17,André Hahn,28,RMST,74,74
18,Andrey Semenov,29,CB,74,75
19,Jonathan Gómez,28,CAM,74,74
20,Lisandro Magallán,24,CB,74,81
21,Rubén Peña,27,RBSTRMLM,74,77
22,Corentin Jean,23,RMLMST,74,80
23,Ricardo KishnaL,23,LWLMCAM,74,78
24,Callum McGregor,25,CAMLM,74,77
25,Alexandru Maxim,28,CAMCMLM,74,75
26,Olarenwaju Kayode,25,ST,74,78
27,Paulinho,27,RB,74,76
28,Manquillo,24,LBRB,74,79
29,Vincent LauriniL,29,RB,74,74
0,Marc-Oliver Kempf,23,CB,74,80
1,Yasser Al Shahrani,26,LBRB,74,76
2,Salem Al DawsariL,27,RMLMCMCAM,74,75
3,Louis Schaub,23,RMLMCAM,74,80
4,Darwin Machís,25,LMRMST,74,77
5,Khalid Boutaïb,31,STCAM,74,74
6,Jordan Ikoko,24,RBLB,74,79
7,Ahmed Hassan,25,ST,74,78
8,Renato Santos,26,RMLM,74,75
9,Mohammed Jahfali,27,CB,74,75
10,André Ramalho,26,CBCDM,74,77
11,Christian Günter,25,LWBLB,74,75
12,Júnior Fernandes,29,LMRMCFST,74,74
13,Joshua Brenet,24,LBRB,74,77
14,Mattheus OliveiraL,24,CAMCMLM,74,80
15,Gaëtan Laborde,24,ST,74,80
16,Kevin Rodrigues,24,LB,74,78
17,Omar Hawsawi,32,CB,74,74
18,Adrien Thomasson,24,LMRMCM,74,76
19,Isaac Becerra,30,GK,74,75
20,Dimitrios Kourmpelis,24,CDMCB,74,79
21,Dimitrios Pelkas,24,CAMRMLMCM,74,78
22,Oussama Tannane,24,RMLMCAM,74,78
23,Alfonso González,24,CAMLMCM,74,80
24,Ryan Fraser,24,RMLM,74,78
25,Kaan Ayhan,23,CBCDMCM,74,82
26,Thabo Matlaba,30,LBRBLMCM,74,74
27,Facundo Pereyra,31,RMST,74,74
28,Simon Tibbling,24,CM,74,80
29,Gōtoku Sakai,27,RBCDMLB,74,74
0,Leandro Trossard,23,LMCAM,74,79
1,Matt Hedges,28,CB,74,74
2,Roberto Torres,29,CMRMLM,74,74
3,Moi GómezL,24,LMCAMCMRM,74,79
4,Jack Grealish,23,CAMLMCM,74,83
5,Tal Ben Haim,29,LWRWLM,74,74
6,Jordan Ferri,26,CM,74,75
7,Amato CicirettiL,24,CAMRMRW,74,78
8,Willard Katsande,32,CDMCMCB,74,74
9,Sam JohnstoneL,25,GK,74,80
10,Silviu Lung,29,GK,74,76
11,Alexander Ring,27,CDMCMCB,74,77
12,Stefanos Kapino,24,GK,74,79
13,Manuel PucciarelliL,27,STCF,74,77
14,Alessio Cragno,24,GK,74,84
15,Luciano Abecasis,28,RBRM,74,75
16,Jordon Ibe,22,RMLMRW,74,79
17,Michael Krmenčík,25,ST,74,79
18,Djaniny,27,RWSTRM,74,74
19,Jean-Daniel Akpa Akpro,25,CM,74,79
20,Naïm SlitiL,26,LMLWST,74,76
21,Molla WaguéL,27,CB,74,76
22,Ewerton,29,CB,74,74
23,Abdoulaye Ba,27,CB,74,76
24,Charlie Taylor,24,LB,74,78
25,Renato Ibarra,27,RM,74,74
26,Salvador AgraL,26,RMLM,74,75
27,Lorenzo Melgarejo,28,STLM,74,74
28,Kevin Stöger,25,CAMLMCM,74,81
29,Diogo Figueiras,27,RB,74,77
0,Paul Dummett,26,LB,74,76
1,David Simón,28,RB,74,74
2,Kerim Frei,24,LMRM,74,78
