,name,age,position,ovr_rating,pot_rating
29,Emiliano Viviano,23,GK,71,88
0,Habib Bellaïd,23,CB,71,76
1,Saša Ilić,31,CAM,71,78
2,Roman Shirokov,28,CDM,71,78
3,Djordje Jokic,28,CB,71,76
4,Anton Shunin,22,GK,71,86
5,Roman Shishkin,22,RB,71,78
6,Efraín Juárez,21,RB,71,82
7,André Leone,30,CB,71,81
8,Cristian Ezequiel Llama,23,LM,71,75
9,Ismael Fuentes,28,CB,71,75
10,Chris McCann,22,CM,71,78
11,Kyle Lafferty,21,ST,71,76
12,Alexandr Bukharov,24,CF,71,77
13,János Balogh,26,GK,71,76
14,Vladimir Marín,29,LWM,71,75
15,Luciano Henrique,30,CAM,71,75
16,Brad Jones,27,GK,71,74
17,Marco Ruben,22,ST,71,79
18,Grégory,28,CB,71,73
19,Val Baiano,28,ST,71,73
20,Tim Hoogland,24,RM,71,77
21,Michal Papadopulos,24,ST,71,75
22,Édson Bastos,29,GK,71,72
23,Daniele Ficagna,28,CB,71,74
24,Aurélien Capoue,27,LWM,71,75
25,Marvin Elliott,24,CM,71,80
26,Michele Canini,24,CB,71,84
27,David Limberský,25,RWB,71,81
28,Franck Berrier,25,RM,71,74
29,Souza,27,ST,71,74
0,Léo Lima,27,CM,71,73
1,Jonathan Spector,23,RB,71,78
2,Karim El Ahmadi,24,CM,71,78
3,Luke Moore,23,ST,71,78
4,Chica,24,LB,71,80
5,Milos Maric,27,CM,71,74
6,Edgar Dueñas,26,RB,71,76
7,Víctor Hugo Montaño,25,ST,71,76
8,Roman Lengyel,30,CB,71,75
9,Sergey Narubin,27,GK,71,73
10,Yohan Demont,31,RWB,71,78
11,Jacques Alaixys Romao,25,CM,71,79
12,Romuald Peiser,30,GK,71,73
13,Pirmin Schwegler,22,CDM,71,82
14,Daniel Fox,23,LB,71,77
15,Nicolas Fauvergue,24,ST,71,78
16,Steve Gohouri,28,CB,71,75
17,Gibril Sankoh,26,CB,71,77
18,Salva Sevilla,25,CAM,71,76
19,Pablo Sebastián Álvarez,25,LB,71,74
20,Ricardo Batista,22,GK,71,76
21,Engin Baytar,27,LM,71,76
22,José Mari,30,RF,71,80
23,Andreas Ottl,24,CDM,71,78
24,Gonzalo Pineda,26,CM,71,80
25,Andrija Delibasic,28,ST,71,75
26,Sylvain Marveaux,23,LM,71,78
27,Jorge Iván Estrada,25,RWB,71,74
28,Lucas Ayala,31,CDM,71,74
29,Walter Jiménez,32,RM,71,77
0,Andrés Chitiva,30,RWM,71,79
1,Gabriel Caballero,38,CM,71,75
2,Fausto Pinto,26,LB,71,76
3,Miguel Calero,38,GK,71,75
4,Lasse Nilsson,27,ST,71,76
5,Rodrigo Ruíz,37,LF,71,77
6,Juan Carlos Medina,26,RM,71,80
7,Juan Carlos Valenzuela,25,RB,71,78
8,Johan Vonlanthen,23,CF,71,83
9,Molina,29,LM,71,73
10,Omar Trujillo,31,LB,71,75
11,Karim Saidi,26,CB,71,73
12,Rodrigo,29,CB,71,78
13,Renato,24,CM,71,74
14,Horacio Cervantes,27,CB,71,75
15,Tomáš Grigar,26,GK,71,76
16,Charlie Adam,23,CAM,71,78
17,Ansotegi,27,CB,71,76
18,Jonas Borring,24,LM,71,76
19,Richard Stearman,22,CB,71,77
20,Koikili,28,LB,71,73
21,Maximiliano Pellegrino,29,CB,71,77
22,Andrés Scotti,33,CB,71,75
23,Rubens Óscar Sambueza,25,LM,71,80
24,Ruy,31,RWB,71,81
25,Marquinhos,27,CAM,71,74
26,Fabão,33,CB,71,74
27,Marcão,34,CB,71,76
28,Børre Steenslid,24,CB,71,76
29,Tomasz Sokolowski,24,CM,71,78
0,Robert Koren,28,CAM,71,78
1,Braulio Luna,35,CM,71,75
2,Kim Christensen,30,GK,71,72
3,Sam Ricketts,27,RB,71,77
4,Christophe Jallet,25,RB,71,78
5,Christos Patsatzoglou,30,RB,71,72
6,Davide Bombardini,35,LM,71,74
7,Guglielmo Stendardo,28,CB,71,75
8,Marcel Meeuwis,28,CM,71,77
9,Radosław Sobolewski,32,CDM,71,76
10,Ivan Cherenchikov,25,CB,71,72
11,Renat Yanbaev,25,RB,71,84
12,Roman Gerus,28,GK,71,72
13,Martin Kushev,36,ST,71,82
14,Alexandr Samedov,25,RM,71,78
15,Szabolcs Sáfár,35,GK,71,75
16,Maxim Kalynychenko,30,CAM,71,75
17,Roni,32,ST,71,74
18,Alexey Popov,31,CB,71,75
19,Jorge Larena,27,CAM,71,74
20,Ustaritz,26,CB,71,72
21,Corrales,27,LB,71,79
22,Javi Fuego,25,CM,71,74
23,Roberto,30,GK,71,73
24,Nicolás Olivera,31,CAM,71,80
25,Barber,29,CDM,71,77
26,Manolo Martínez,29,CDM,71,72
27,Mikael Dorsin,27,LWB,71,74
28,Johan Andersson,26,CAM,71,75
29,Mehmet Yozgatlı,30,RWM,71,75
0,Gökhan Emreciksin,24,RM,71,83
1,Ali Tandoğan,31,RWB,71,73
2,Răzvan Dincă Raţ,28,LB,71,77
3,Selçuk Şahin,28,CDM,71,75
4,Recep Biler,28,GK,71,74
5,Jerko Leko,29,CDM,71,76
6,Mehmet Nas,29,RM,71,74
7,Cristian Fabbiani,25,ST,71,75
8,Andrés David Madrid,28,CM,71,76
9,José María Calvo,28,RB,71,75
10,Roman,26,CM,71,75
11,Macbeth Sibaya,31,CDM,71,73
12,Alexandros Tziolis,24,CM,71,78
13,Freddy Adu,20,CF,71,82
14,Zdeněk Pospěch,30,RB,71,76
15,Vyacheslav Shevchuk,30,LWB,71,74
16,Edgaras Cesnauskis,25,LM,71,77
17,Edu,27,ST,71,77
18,Ardian Gashi,28,CM,71,78
19,Juan Carlos Cacho,27,ST,71,77
20,Sergio Amaury Ponce,28,RM,71,76
21,Marcinho,28,CAM,71,77
22,Fernando Salazar,30,SW,71,74
23,Óscar Pérez,36,GK,71,78
24,John Sutton,25,ST,71,75
25,Kevin McKenna,29,CB,71,78
26,Caleb Folan,26,ST,71,74
27,David Nugent,24,ST,71,79
28,Israel López,34,CDM,71,76
29,Manuel De la Torre,29,LWB,71,73
0,Marc Pfertzel,28,RB,71,74
1,Tomas Danilevicius,31,ST,71,75
2,Ayodele Stephen Makinwa,26,ST,71,80
3,Lino,32,LB,71,82
4,Germán Dario Lux,27,GK,71,81
5,Roel Brouwers,27,CB,71,76
6,Jaroslav Černý,30,LM,71,75
7,Radim Kucera,35,CDM,71,74
8,Calum Davenport,26,CB,71,78
9,Gary McSheffrey,27,LWM,71,78
10,Matthew Kilgallon,25,CB,71,80
11,Kees Kwakman,26,CM,71,75
12,Christian Eigler,25,ST,71,77
13,Andrea Pisanu,27,RWM,71,76
14,Filippo Carobbio,29,LM,71,78
15,René Bolf,35,CB,71,77
16,Kim Young-Kwang,26,GK,71,79
17,Fábio Santos,28,CDM,71,78
18,Gerard,30,CB,71,73
19,Luiz Alberto,31,CB,71,84
20,André Luiz,29,CB,71,73
21,Túlio,33,CDM,71,72
22,Diego,27,GK,71,79
23,Coelho,26,RWB,71,74
24,Rivas,30,CB,71,80
25,Emil Hallfreðsson,25,LM,71,75
26,Veigar Páll Gunnarsson,29,CF,71,74
27,Umut Bulut,26,ST,71,78
28,Hakan Arıkan,27,GK,71,76
29,Serkan Balcı,26,RWB,71,80
0,Denis Godeas,34,ST,71,74
1,Christian Lell,25,RB,71,81
2,Mikkel Thygesen,24,RM,71,80
3,Sergey Kovalchuk,27,CM,71,73
4,Fabio Coltorti,28,GK,71,82
5,Martin Bergvold,25,LM,71,80
6,Francesco Montervino,31,CDM,71,75
7,Eric Hassli,28,ST,71,75
8,Laurent Batlles,33,CAM,71,79
9,Christophe Marichez,34,GK,71,78
10,Patrick Müller,32,CB,71,75
11,Marco Wölfli,27,GK,71,80
12,Nano,30,CB,71,74
13,Mario Rosas,29,CAM,71,74
14,Claudio Rivalta,31,RB,71,74
15,Aitor,33,LM,71,75
16,Renaud Cohade,24,CM,71,79
17,Antonio Hidalgo,30,CAM,71,74
18,Abel,27,CM,71,72
19,Mista,30,CF,71,80
20,Rubén,27,CB,71,74
21,Manolo,28,RB,71,73
22,Manasseh Ishiaku,26,ST,71,80
23,Marco Streller,28,ST,71,77
24,Marco Zoro,25,CB,71,75
25,Maciej Iwański,28,CAM,71,74
26,Gurpegi,29,CDM,71,77
27,Alexander Iashvili,31,CF,71,78
28,Marlon Harewood,30,ST,71,74
29,Chris Burke,25,RWM,71,82
0,Rune Almenning Jarstein,24,GK,71,77
1,Gerald Sibon,35,ST,71,80
2,Kenny Stamatopoulos,30,GK,71,74
3,Ivica Grlić,34,CDM,71,74
4,Michał Chałbiński,32,ST,71,77
5,Filip Trojan,26,LM,71,78
6,Francesco Flachi,34,ST,71,82
7,Graham Alexander,37,CM,71,76
8,Daniel Haas,26,GK,71,78
9,Frédéric Biancalani,35,LWB,71,84
10,Peter Niemeyer,25,CDM,71,77
11,Sergiu Marian Radu,32,ST,71,73
12,Mark Hudson,27,CB,71,73
13,Heidar Helguson,32,ST,71,78
14,Hayden Mullins,30,CDM,71,76
15,Selim Teber,28,CM,71,76
16,Alaeddine Yahia,27,CB,71,74
17,Mohamadou Idrissou,29,LF,71,76
18,Jérémie Aliadiere,26,ST,71,77
19,Mariusz Jop,31,CB,71,73
20,Gustavo Nery,32,LWB,71,76
21,Noé Pamarot,30,CB,71,76
22,Campano,30,RM,71,81
23,Marcus Allbäck,36,ST,71,76
24,Keith Andrews,28,CDM,71,76
25,Anthony Deroin,30,CM,71,75
26,Iacopo Balestri,34,LB,71,74
27,Dimo Wache,35,GK,71,78
28,David De Freitas,29,CM,71,74
29,Cédric Hengbart,29,RB,71,72
0,Steve Harper,34,GK,71,76
1,Fredrik Stenman,26,LB,71,76
2,Valéry Mézague,25,CM,71,79
3,Djibril Sidibé,27,CDM,71,73
4,Rafael,28,CB,71,80
5,Morten Nordstrand,26,ST,71,76
6,Silvio Proto,26,GK,71,74
7,Joey Didulica,31,GK,71,77
8,Tomáš Jun,26,ST,71,81
9,Eduardo Costa,26,CDM,71,76
10,Daniel Bierofka,30,LM,71,78
11,Michael Silberbauer,28,RM,71,74
12,Arek Onyszko,35,GK,71,72
13,Davide Baiocco,34,CM,71,75
14,Scott Severin,30,CM,71,76
15,Önder Turacı,28,RB,71,76
16,Christoph Spycher,31,LWB,71,79
17,Miika Koppinen,31,CB,71,72
18,Mikael Nilsson,31,RB,71,72
19,Johan Wiland,28,GK,71,73
20,Daniel Gygax,28,RWM,71,82
21,Jelle ten Rouwelaar,28,GK,71,74
22,Simone Barone,31,CDM,71,79
23,Héctor Fabián Carini,29,GK,71,76
24,Per Nilsson,26,CB,71,75
25,Martin Andresen,32,CDM,71,76
26,Karim Zaza,34,GK,71,74
27,Lito,34,LWM,71,73
28,Dave Kitson,29,ST,71,75
29,Carlos Edwards,30,RWM,71,72
0,Iain Hume,25,ST,71,76
1,Thomas Chatelle,28,RM,71,73
2,Michael Lamey,29,RB,71,78
3,Ivica Banovic,29,CM,71,75
4,Matt Reis,34,GK,71,73
5,Noel Hunt,26,ST,71,76
6,Simon Cziommer,28,CAM,71,78
7,Daniel Berg Hestad,34,CM,71,73
8,Antonio Carlos Dos Santos,29,LM,71,80
9,Benjamin Huggel,32,CDM,71,77
10,Michał Żewłakow,33,RB,71,73
11,Jorginho,32,CAM,71,75
12,Alan Smith,28,CF,71,78
13,Jonathan Jäger,31,ST,71,75
14,André Lenz,35,GK,71,75
15,Altin Lala,33,CDM,71,75
16,Thomas Kleine,31,CB,71,77
17,Grégory Proment,30,CDM,71,77
18,Chris Porter,25,ST,71,76
19,Delron Buckley,31,LF,71,78
20,Cesar Navas,29,CB,71,76
21,Stefan Ishizaki,27,RM,71,77
22,Ivan Klasnić,29,ST,71,85
23,Pierre-Alain Frau,29,ST,71,76
24,Rufete,32,RM,71,80
25,João Alves,29,CM,71,75
26,Jan Kromkamp,29,RB,71,80
27,Dennis Rommedahl,31,RWM,71,77
28,Anthony Lurling,32,LWM,71,77
29,Ferdinando Coppola,31,GK,71,74
0,Teddy Lucic,36,CB,71,79
1,Boris Smiljanic,32,CB,71,75
2,Colin Nish,28,ST,71,80
3,Mihai Tararache,31,CDM,71,76
4,Ivan Leko,31,CAM,71,74
5,Olivier Echouafni,36,CDM,71,72
6,Mamadou Bagayoko,30,ST,71,74
7,Salvatore Lanna,33,LB,71,76
8,Espen Hoff,27,CF,71,73
9,Adaílton,32,CF,71,74
10,Antonio Chimenti,39,GK,71,78
11,Andrew O'Brien,30,CB,71,77
12,Massimo Marazzina,35,ST,71,74
13,Emanuele Belardi,31,GK,71,74
14,Jean-Claude Darcheville,34,ST,71,79
15,Kevin Kilbane,32,LM,71,74
16,Didier Domi,31,LB,71,74
17,Barry Nicholson,31,CM,71,76
18,Rob Hulse,29,ST,71,76
19,Nicky Butt,34,CDM,71,78
20,Leonardo,22,CAM,70,80
21,Clebão,26,CB,70,72
22,Gil,22,CB,70,80
23,Damián Casalinuovo,22,ST,70,75
24,Emilio Hernández,24,CAM,70,74
25,Diego Novaretti,24,CB,70,77
26,Zequinha,22,LWM,70,80
27,Diego Gonzalo Chaves,23,ST,70,72
28,Roderick Miranda,18,CB,70,83
29,Ivan Cvetković,28,CDM,70,79
0,Felipe Menezes,21,CAM,70,81
1,Ivan Perez,23,LF,70,77
2,Iulian Cătălin Apostol,28,CAM,70,74
3,Georgiy Schennikov,18,LB,70,82
4,Ander Herrera,20,CAM,70,83
5,Igor Đurić,24,CB,70,75
6,Yazalde,20,ST,70,78
7,Osvaldo Martínez,23,CAM,70,76
8,Edgar Benítez,21,ST,70,76
9,Fierro,26,CF,70,77
10,Yevhen Seleznyov,24,RF,70,72
11,Welton Felipe,23,CB,70,77
12,James Wallace,17,CAM,70,81
13,Anderson Lessa,20,ST,70,82
14,Victor Ramos,20,CB,70,75
15,Santiago Morero,27,CB,70,78
16,Jeffren,21,RF,70,81
17,Eltinho,22,LM,70,76
18,Junior Stanislas,19,RM,70,78
19,Dennis Diekmeier,19,RWB,70,81
20,Néstor Calderón,20,LF,70,79
21,Máximo Banguera,23,GK,70,75
22,Pierre-Emerick Aubameyang,20,ST,70,82
23,Kevin Großkreutz,21,RF,70,77
24,Rodrigo Possebon,20,CM,70,84
25,Lucas Viatri,22,ST,70,78
26,Renan Oliveira,20,CAM,70,84
27,Steven N'Zonzi,20,CDM,70,77
28,Wanderson,23,CAM,70,74
29,Pedro Ken,22,RM,70,76
0,Ricardo Jesus,24,ST,70,78
1,Alemão,20,RWM,70,80
2,Artem Dzuba,21,CF,70,77
3,Sergey Parshivluk,20,RB,70,79
4,Willians,21,LWM,70,75
5,Christian Noboa,24,CM,70,76
6,Tomislav Dujmovic,28,CM,70,74
7,Freddie Sears,19,ST,70,83
8,Claudemir,21,CM,70,82
9,Thembinkosi Fanteni,25,CF,70,78
10,Bryce Moon,23,RB,70,80
11,Leonardo,24,LWB,70,78
12,Kyle Naughton,20,RB,70,83
13,Léo Fortunato,26,CB,70,76
14,Elías Hernán Hernández,21,RF,70,80
15,Batuhan Karadeniz,18,ST,70,87
16,Dino Drpić,28,CB,70,75
17,Luca Rossettini,24,RB,70,76
18,Renê,32,GK,70,76
19,Fernandinho,28,LWB,70,75
20,Charles,22,CDM,70,74
21,Chris Malonga Ntsayi,22,CAM,70,82
22,Sylvain Rabret,30,GK,70,72
23,John Bostock,17,CM,70,87
24,Giuseppe Bellusci,20,CB,70,80
25,Zdeněk Šenkeřík,28,RF,70,71
26,Angulo,19,LWB,70,77
27,Otacílio Neto,26,LF,70,75
28,Roberto,23,GK,70,73
29,Cris,25,CM,70,77
0,Ciaran Clark,19,CB,70,77
1,Petr Švancara,31,CF,70,77
2,Nacho Gonzalez,27,CAM,70,76
3,Andrew Carroll,20,ST,70,80
4,Jorge Damián Zamogilny,29,CDM,70,72
5,Kamel Fathi Ghilas,25,CF,70,71
6,Víctor Cáceres,24,CM,70,75
7,Donovan Calvin Marlin,33,GK,70,78
8,Andrea Ranocchia,21,CB,70,80
9,Zelão,24,CB,70,85
10,Luis Miguel Noriega,24,RM,70,75
11,Li Jinyu,32,CF,70,79
12,Razak Omotoyossi,24,ST,70,75
13,Glaydson,30,CDM,70,75
14,Willian Magrão,22,CM,70,78
15,Willian Thiego,23,CB,70,76
16,David Elm,26,ST,70,73
17,Michal Švec,22,CDM,70,77
18,Ernando,21,CB,70,77
19,Pavel Verbíř,36,RM,70,80
20,Luboš Pecka,31,ST,70,71
21,Dinei,25,ST,70,77
22,Michal Daněk,26,GK,70,86
23,Dejan Damjanovic,28,ST,70,74
24,Charles Kaboré,21,CDM,70,83
25,Joaquin Larrivey,25,ST,70,80
26,Emerson,23,LB,70,78
27,Edgar Gerardo Lugo,24,RM,70,76
28,Gary Hooper,21,ST,70,73
29,Nikolay Mihaylov,21,GK,70,78
0,Valeri Domovchiyski,22,CF,70,76
1,Stanislav Angelov,31,CDM,70,78
2,Adrián González,21,LM,70,79
3,Antunes,22,LWB,70,78
4,Serge Djiehoua,25,ST,70,77
5,Ryan Donk,23,CB,70,80
6,Javier Hernández,21,ST,70,75
7,Juan Carlos Silva,21,LM,70,76
8,Tomáš Michálek,31,RM,70,72
9,Kaká,28,CB,70,72
10,Ediz Bahtiyaroğlu,23,CB,70,79
11,Piermario Morosini,23,CM,70,78
12,Erik Jendrisek,22,ST,70,76
13,Simone Pesce,27,LM,70,75
14,Daniele Capelli,23,CB,70,82
15,Srdjan Lakic,25,ST,70,77
16,Dario Knežević,27,CB,70,80
17,Gustav Svensson,22,CDM,70,73
18,Volkan Yaman,27,LB,70,75
19,Francisco Gamboa,24,CB,70,75
20,Frédéric Nimani N'Galou,20,ST,70,78
21,Bojan Jokič,23,LB,70,77
22,Mikael Lustig,22,RWB,70,74
23,Mossoró,26,CAM,70,73
24,José María Cárdenas,24,LM,70,78
25,Marvin Emnes,21,RWM,70,72
26,Rodrigão,31,ST,70,81
27,Mattias Bjärsmyr,23,CB,70,76
28,Lenny,21,ST,70,79
29,Ricardo Berna,30,GK,70,72
0,Luis Nunes,28,CB,70,73
1,Martin Acosta,32,CF,70,78
2,Miroslav Slepička,27,ST,70,76
3,Vandinho,23,ST,70,75
4,Adrián Ramos,23,ST,70,76
5,Sandro,25,RM,70,75
6,Matheus,26,LWM,70,72
7,Thiago Feltri,24,LWB,70,76
8,Zlatan Ljubijankič,25,ST,70,74
9,Daniel Halfar,21,LF,70,79
10,Niko Bungert,22,CB,70,76
11,Dalibor Stevanovič,24,LM,70,78
12,Rui Miguel,25,CAM,70,71
13,Felix Borja,26,CF,70,76
14,Neicer Reasco,32,RWB,70,77
15,Christopher Katongo,27,ST,70,78
16,Siboniso Pa Gaxa,25,CB,70,75
17,Jean,27,RF,70,74
18,James Tomkins,20,CB,70,79
19,Sone Aluko,20,LWM,70,79
20,Jean-Jacques Pierre,28,CB,70,74
21,Christoph Leitgeb,24,CAM,70,79
22,Roberto Sousa,24,CM,70,73
23,Keiren Westwood,24,GK,70,75
24,Nicky Maynard,22,ST,70,79
25,Lino Marzoratti,22,CB,70,80
26,Carlos Calvo,23,RM,70,73
27,Bilal Kısa,26,CM,70,77
28,Hugo Ayala,22,CB,70,77
29,José Fonte,25,CB,70,76
0,Morgaro Gomis,24,LM,70,72
1,Cristian Andrés Álvarez,29,RB,70,75
2,Arthuro,27,ST,70,72
3,Ibrahim Kaş,22,CB,70,77
4,Pablo Mariano Granoche,25,ST,70,80
5,Nilson,33,GK,70,71
6,José Enrique,23,LB,70,79
7,Ukra,21,RWM,70,78
8,Ventura,21,GK,70,79
9,Antoine Devaux,24,RM,70,77
10,Ishmael Miller,22,ST,70,76
11,Danny Simpson,22,RB,70,75
12,Martin Bernburg,23,ST,70,76
13,Francesco Valiani,28,LM,70,72
14,Melinho,29,CAM,70,73
15,Serge Gakpé,22,RF,70,78
16,Dimitar Telkiyski,32,RM,70,78
17,Omar Ramos,21,RM,70,75
18,Diego Nicolas Guastavino,25,CAM,70,75
19,Ronaldo Angelim,33,CB,70,76
20,Francesco Ruopolo,26,ST,70,74
21,Morgan Amalfitano,24,CM,70,74
22,Rudy Mater,28,RB,70,76
23,Cássio,22,GK,70,76
24,Julio Daniel Dos Santos,26,CAM,70,76
25,Chavdar Yankov,25,CAM,70,77
26,Ragıp Başdağ,31,CM,70,75
27,Diego Cervantes,25,CB,70,74
28,Matías Abelairas,24,LM,70,75
29,Magnus Troest,22,CB,70,76
0,Alexandr Ryazantsev,22,RM,70,78
1,Adrián Alexei Aldrete,21,LB,70,76
2,Patricio Araujo,21,CDM,70,84
3,Mauro Cejas,24,CAM,70,79
4,Mattias Hugosson,35,GK,70,71
5,Evandro,23,CAM,70,82
6,Danilo,25,CB,70,75
7,Marques,36,LF,70,78
8,Gustavo Daniel Cabral,23,CB,70,75
9,Didier Digard,23,CDM,70,81
10,Gonzalo Vargas,27,ST,70,78
11,Abdoulrazak Boukari,22,ST,70,76
12,Mamadou Diallo,27,ST,70,77
13,Targino,23,RWM,70,73
14,Adam Federici,24,GK,70,78
15,Scott Robertson,24,CM,70,73
16,Mota,30,ST,70,71
17,Johan Dahlin,22,GK,70,75
18,Xisco,23,ST,70,75
19,Mario Lička,27,CAM,70,77
20,Carlos Alberto,31,CDM,70,75
21,Rafael Santos,24,CB,70,79
22,Júlio Santos,27,CB,70,76
23,Alonso,29,LWB,70,74
24,Gianni Zuiverloon,22,RB,70,75
25,Kasper Schmeichel,22,GK,70,80
26,Matthew Jarvis,23,LM,70,75
27,Davide Moro,27,CM,70,78
28,Santos,29,LM,70,72
29,Darren O'Dea,22,CB,70,77
0,Guillaume Gillet,25,CM,70,74
1,Fernando Morales,23,LWM,70,78
2,Chris Morgan,31,CB,70,74
3,Evaldo,27,LWB,70,72
4,Quincy Owusu-Abeyie,23,ST,70,85
5,Uğur Uçar,22,RWB,70,79
6,Oleg Ivanov,23,CAM,70,76
7,Leroy Lita,24,ST,70,81
8,Andrew Keogh,23,CF,70,78
9,Esteban Solari,29,ST,70,75
10,Sinan Bolat,20,GK,70,76
11,Oluwafemi Ajilore,24,CDM,70,77
12,Marek Čech,26,LWB,70,75
13,Mario Méndez,30,RB,70,76
14,José Arturo Rivas,24,CB,70,73
15,Manuel Alejandro Vela,25,LWM,70,76
16,Carlos Andrés Diogo,26,RWB,70,82
17,Alejandro Argüello,27,CDM,70,79
18,Bruno Ramón Silva,29,RB,70,75
19,Igor Alexandre Lolo,27,CB,70,75
20,Alan Zamora,24,CM,70,76
21,Diego Fernando Pérez,29,CDM,70,76
22,Leandro Guerreiro,30,CDM,70,72
23,Christian Puggioni,28,GK,70,72
24,Ulises Mendívil,28,ST,70,73
25,Anderson Martins,22,CB,70,75
26,Gianni Munari,26,CM,70,76
27,Amuneke,23,CF,70,73
28,Ciro Polito,30,GK,70,73
29,Roberto Merino,27,CAM,70,78
0,William Kvist,24,CM,70,78
1,Ibrahim Sekagya,28,CB,70,77
2,Adaílton,26,CB,70,74
3,João Carlos,27,CB,70,72
4,Marc-Antoine Fortuné,28,ST,70,72
5,Kalifa Cissé,25,CDM,70,75
6,Adrián Marcelo Romero,32,RB,70,78
7,Dejan Petkovic,36,CAM,70,83
8,Alessandro,27,CF,70,73
9,Sergio Santana,30,CF,70,76
10,Del Pino,29,RWM,70,74
11,Gennaro Sardo,30,RB,70,70
12,Triguinho,30,LB,70,75
13,Gérald Cid,26,CB,70,75
14,Goran Popov,24,LB,70,74
15,Ailton Almeida,25,ST,70,80
16,Yannick Kamanan,26,ST,70,76
17,Oleg Iachtchouk,31,CF,70,76
18,Jonathan Legear,22,RWM,70,76
19,Thomas Buffel,28,CAM,70,75
20,Christoph Janker,24,CB,70,79
21,Ricardo Cabanas,30,CAM,70,76
22,Rafael Márquez Lugo,27,ST,70,77
23,Andy Dorman,27,CM,70,72
24,Razvan Cocis,26,RWM,70,81
25,Rob Jones,29,CB,70,74
26,Cleyton,26,CAM,70,75
27,Hernán Losada,27,CAM,70,73
28,Gustavo Colman,24,CM,70,75
29,Clarence Goodson,26,CB,70,73
0,Chad Marshall,25,CB,70,79
1,Athirson,32,LM,70,78
2,Ricardo Vaz Te,22,ST,70,78
3,Ramazan Özcan,25,GK,70,77
4,Johan Absalonsen,23,LWM,70,76
5,Anders Due,27,LM,70,72
6,Alexei Eremenko Jr.,26,CF,70,79
7,Adekanmi Olufade,29,ST,70,74
8,Sékou Baradji,25,CDM,70,76
9,Nicolas Plestan,28,CB,70,72
10,Joshua Kennedy,27,ST,70,75
11,Grigoris Makos,22,CDM,70,77
12,Tamir Cohen,25,CDM,70,73
13,Yiorgos Alexopoulos,32,CB,70,75
14,Dante López,26,ST,70,76
15,Keith Fahey,26,CM,70,77
16,Fabio Firmani,31,CDM,70,73
17,Reginaldo,26,RF,70,77
18,Paul Verhaegh,26,RB,70,75
19,Pa-Madou Kah,29,CB,70,76
20,Seyi Olofinjana,29,CDM,70,74
21,Evgeniy Levchenko,31,LM,70,75
22,Artyom Rebrov,25,GK,70,72
23,Elver Rahimić,33,CDM,70,74
24,Alexey Igonin,33,CDM,70,71
25,Dmitriy Borodin,31,GK,70,72
26,Geder,31,CB,70,75
27,Ognjen Koroman,30,CAM,70,73
28,Sergey Volkov,28,CF,70,74
29,Javi Guerrero,32,ST,70,75
0,Iago Bouzón,26,CB,70,78
1,Pedro,25,LM,70,75
2,Marqués,24,RM,70,76
3,Sedat Bayrak,28,CB,70,76
4,Yassin Mikari,26,LWB,70,74
5,Alioum Saidou,31,CDM,70,72
6,Yalçın Ayhan,27,CB,70,72
7,Bülent Bölükbaşı,33,CM,70,76
8,Aydın Yılmaz,21,CAM,70,82
9,Baki Mercimek,26,CB,70,74
10,Zvonimir Vukić,30,CAM,70,76
11,Can Arat,25,CB,70,76
12,Andrés Mendoza,31,ST,70,74
13,Juan Eduardo Eluchans,29,CM,70,75
14,José Leonardo Talamonti,27,CB,70,76
15,Mariano Damián Barbosa,25,GK,70,79
16,Christian Gómez,34,CAM,70,73
17,Carlos Luciano Araujo,27,RB,70,77
18,Sinan Kaloğlu,28,ST,70,73
19,Elyaniv Barda,27,CF,70,73
20,Giorgos Fotakis,27,CM,70,76
21,Zé António,32,CB,70,80
22,Krisztián Vadócz,24,CDM,70,74
23,Emil Gargorov,28,CAM,70,76
24,Igor Žofčák,26,RM,70,73
25,Ismaël Bouzid,26,CB,70,74
26,José Francisco Fonseca,29,RWM,70,78
27,Marvin Cabrera,29,RB,70,72
28,José Manuel Cruzalta,31,RB,70,73
29,Wilson,24,CF,70,77
0,Jared Borgetti,36,ST,70,82
1,Morais,25,CAM,70,75
2,Craig Conway,24,LWM,70,74
3,Héctor Reynoso,28,CB,70,77
4,Daniel Osorno,30,LF,70,74
5,Jesús Arellano,36,RWM,70,76
6,Ismael Rodríguez,28,CB,70,77
7,Gerardo Galindo,31,CDM,70,74
8,Joaquín Beltrán,32,CB,70,76
9,Claudio Grauso,30,CM,70,73
10,Marcos António,26,CB,70,71
11,Stéphane Dumont,26,CDM,70,78
12,Roman Hubník,25,CB,70,75
13,Jonathan Walters,25,RWM,70,73
14,Brian Ching,31,ST,70,73
15,Pat Onstad,41,GK,70,72
16,Franck Eddy Signorino,27,LWB,70,83
17,Alessandro Parisi,32,LWB,70,79
18,Alessandro Gazzi,26,CDM,70,73
19,Mirko Hrgović,30,LB,70,74
20,Saïd Boutahar,27,CAM,70,74
21,Cho Byung Kuk,28,CB,70,73
22,Kim Byung Ji,39,GK,70,71
23,André Luís,30,CB,70,74
24,Stefan Reisinger,27,ST,70,76
25,Luís Alberto,25,CM,70,77
26,Carlos Ruíz,29,ST,70,72
27,Quique Martín,36,LF,70,74
28,George Lucas,25,RWB,70,74
29,Rodrigo José Galatto,26,GK,70,72
0,Fábio Júnior,31,ST,70,76
