name,age,position,ovr_rating,pot_rating
BjÃ¸rn Helge Riise,22,RM,70,68
Petter Vaagan Moen,21,LM,70,72
Stern John,28,ST,70,72
CÃ©dric Roussel,27,ST,70,69
Tom Soetaers,25,LWM,70,65
Andy Johnson,31,CM,70,68
Damien Johnson,26,RM,70,66
Danny Dichio,30,CF,70,68
Kevin Nolan,23,CM,70,60
Matthew Piper,23,RWM,70,67
Keith Gillespie,30,RWM,70,56
Steve Stone,34,RWM,70,62
Marek SpilÃ¡r,30,CB,70,67
Marco Rose,28,LB,70,68
Ansgar Brinkmann,36,RM,70,73
SÃ©bastien Mazure,26,ST,70,69
Nick Chadwick,22,ST,70,71
Laurent Courtois,26,LM,70,68
Ã˜yvind Storflor,25,ST,70,71
Brad Davis,23,CAM,70,68
Kristian Onstad,21,RB,70,69
Karim Ziani,23,CAM,70,69
Trond Olsen,21,LWM,70,59
Djibril SidibÃ©,23,CDM,70,65
John Heitinga,21,CB,70,68
Joey Gudjonsson,25,CM,70,69
Diego MartÃ_n Alonso,30,ST,70,70
Ander Murillo,22,RB,70,69
SzilÃ¡rd NÃ©meth,28,ST,70,70
Alexsandar Mitreski,25,CDM,70,62
Mario Raimondi,25,CAM,70,73
Leandro,26,LWB,70,64
Joakim Lantz,28,CB,70,65
Joseph Didulica,27,GK,70,67
Thomas Mandl,26,GK,70,71
Gallardo,25,RM,70,73
Claudiomiro,33,CB,70,59
HervÃ© Tum,26,ST,70,68
Calleja,27,LM,70,68
Steffen HÃ¸jer,32,CF,70,66
Jonathan Walasiak,22,CAM,70,68
GrÃ©gory Dufer,23,RWM,70,65
Ahmed Reda Madouni,24,CB,70,68
Patrick Pircher,23,CB,70,64
Lionel Mathis,23,CM,70,68
AndrÃ© Luiz,31,CM,70,74
Danny Califf,25,CB,70,66
Christophe GrÃ©goire,25,LWM,70,65
Jan Moons,34,GK,70,68
Witold Wawrzyczek,32,CB,70,69
Freddy dos Santos,28,RM,70,68
Aki Riihilahti,28,CM,70,67
Moses Sichone,28,CB,70,67
Carlos Humberto Paredes,29,RM,70,68
Vincenzo Iaquinta,25,ST,70,71
Vince Grella,25,CDM,70,69
Baiano,27,RWB,70,69
Tobias Linderoth,26,CDM,70,60
Rade Prica,25,ST,70,70
Alex,25,RB,70,67
Tor-Egil Horn,29,GK,70,65
Grant Holt,24,CF,70,64
CJ Brown,30,RB,70,67
Michael Hughes,34,CM,70,68
Michael Baur,36,CB,70,67
Marcin Zewlakow,29,ST,70,65
Christopher Coyne,26,CB,70,65
Clint Hill,26,CB,70,65
Mark Tyler,28,GK,70,66
Steinar Pedersen,30,RB,70,68
Nuno Assis,27,CAM,70,66
Theo Janssen,24,CM,70,70
Gert Claessens,33,CB,70,70
Jess Thorup,35,CF,70,69
Jesse Marsch,31,RM,70,60
Eddie Lewis,31,LWM,70,62
Benjamin Huggel,28,RM,70,69
MichaÅ‚ Å»ewÅ‚akow,29,RB,70,70
Stephen Pearson,22,LM,70,71
RÃ_diger Kauf,30,CDM,70,70
Toifilou Maoulida,26,RF,70,70
Alexander Klitzpera,27,CB,70,64
Patrick Suffo,27,CF,70,66
Mathias Hain,32,GK,70,70
GrÃ©gory Proment,26,CDM,70,66
David Ljung,29,CB,70,69
Stefan Ishizaki,23,RM,70,72
Christoffer Andersson,26,RB,70,68
Marcus Lantz,29,CM,70,64
Andreas Jakobsson,32,CB,70,70
Adel Chedli,28,CM,70,68
Ronald Gaspercic,36,GK,70,72
Casquero,29,CDM,70,68
Bodipo,27,ST,70,71
Christer Basma,33,RB,70,70
Salomon OlembÃ©,24,LWB,70,69
KrisztiÃ¡n Lisztes,29,CM,70,67
Alexandre Rey,32,ST,70,68
Michael Ricketts,26,ST,70,69
Mohammed Sylla,28,RWM,70,67
BjÃ¸rn Tore Kvarme,33,CB,70,69
StÃ¥le Stensaas,34,LB,70,69
Carsten Jancker,30,ST,70,70
Niels Oude Kamphuis,27,CDM,70,65
Sergio Volpi,31,CAM,70,71
Ronnie Wallwork,27,CB,70,65
Matthew Oakley,28,CM,70,70
Neil McCann,30,LWM,70,71
Lars Hermel,34,SW,70,67
Silva,30,ST,70,70
Chris Powell,35,LB,70,70
Vittorio Tosto,31,LWB,70,69
Brett Emerton,26,RWM,70,67
Cristian GonzÃ¡lez,31,LWM,70,64
Stephen Hughes,22,CM,70,69
Callum Davidson,29,LB,70,69
Manuel Dos Santos,30,LWB,70,68
Jocelyn Blanchard,33,CDM,70,67
Guillaume Warmuz,35,GK,70,71
Daniele Berretta,33,RM,70,66
Massimo Brambilla,32,CM,70,67
Alexander Bade,34,GK,70,63
RenÃ© Rydlewicz,32,RM,70,71
Zecke,30,CM,70,71
Uwe Ehlers,30,CB,70,63
Teddy Sheringham,21,ST,70,67
Robbie Elliott,31,LB,70,72
Alan Wright,33,LB,70,69
Romain Rocchi,23,CM,70,70
Giovanni Pasquale,23,CB,70,70
Petr Mikolanda,20,ST,69,67
Silva,21,CB,69,63
Sebastjan,30,CF,69,67
Alexandre,26,CDM,69,55
Roman Bednar,22,ST,69,74
Arthuro,22,ST,69,69
Cristian RodrÃ_guez,19,CAM,69,68
Alejandro Ã“scar Limia,30,GK,69,63
Joakim SjÃ¶hage,18,CF,69,66
Andrea Masiello,19,RWB,69,67
Jonathan Fabbro,23,CAM,69,61
SÃ¶ren Halfar,18,LB,69,68
Marco AurÃ©lio,28,CAM,69,68
Andrew Kelly,21,CB,69,63
Stuart Giddings,19,CB,69,66
Frantz Bertin,22,CB,69,69
Stefan Batan,20,LWM,69,65
Molinero,20,RB,69,69
MihÃ¡ly TÃ_th,30,ST,69,68
Agos,26,CF,69,69
Reinaldo,25,ST,69,68
Dawid Banaczek,26,ST,69,64
Ahmed Yahiaoui,18,CDM,69,66
Charles N'Zogbia,20,LM,69,54
Ivanildo,19,LF,69,68
Michael Parkhurst,21,CB,69,67
Stefan BÃ_rlin,29,ST,69,69
Guillaume Plessis,20,CM,69,64
Magnus Myklebust,20,ST,69,69
Marcel,24,CM,69,69
Roberto,26,GK,69,71
Adriano,20,LWB,69,67
Daniel CongrÃ©,20,CB,69,62
Laurent Lanteri,20,ST,69,66
Alessandro Noselli,24,ST,69,64
Jonathan Forte,19,ST,69,71
Zapater,20,CAM,69,68
David Chiumiento,20,CAM,69,66
Milos Maric,23,CM,69,66
SebastiÃ¡n Viera,26,GK,69,65
Hatem Ben Arfa,18,CF,69,68
Carlos Frontini,24,ST,69,69
Alexey Botviniev,24,GK,69,66
Diego PÃ©rez,25,CM,69,67
Edson,22,RWB,69,65
Yohan Demont,27,RWM,69,70
Leandro Carvalho,21,CDM,69,63
Rafael Marques,21,CB,69,63
Jones Kusi-Asare,25,CF,69,68
Enrico Gaede,23,CDM,69,64
Matthieu ChalmÃ©,24,CB,69,65
Francesco Di Jorio,31,LF,69,67
Haidong Hao,35,CF,69,68
Domingos,19,CB,69,65
Jefferson FarfÃ¡n,20,ST,69,68
Juninho,24,GK,69,67
Xavier,25,CDM,69,61
Leonardo,27,CM,69,65
Andrija Delibasic,24,ST,69,67
Ryan Babel,18,ST,69,66
AndrÃ¡s TÃ_th,31,RB,69,65
Douglas Sequeira,28,CB,69,66
Javier Omar Delgado,30,CM,69,65
Diego,21,LWB,69,65
Maicon,19,CAM,69,67
Carlos Ochoa,27,ST,69,65
AndrÃ©s Chitiva,26,CAM,69,69
Vargas,29,CB,69,67
Peter Graulund,28,CF,69,66
Romaric,22,LM,69,71
Vicente MatÃ_as Vuoso,23,CF,69,79
Gabriel Palmeros,27,LB,69,60
MoisÃ©s MuÃ±oz,25,GK,69,74
Omar Monjaraz,24,RB,69,63
Guylain Nsungu N'Dumbu,22,ST,69,66
Karim Haggui,21,CB,69,66
Martin Cranie,18,CB,69,65
Lewis Buxton,21,CB,69,63
Johannes Hardarsson,29,CM,69,68
Dean Marney,21,CDM,69,64
Rubens Ã“scar Sambueza,21,LWM,69,63
Mbulelo Mabizela,24,CB,69,70
Magnum,23,CAM,69,62
Ruy,27,RWB,69,69
L. Silva,26,CB,69,63
Gilmar,21,ST,69,66
Karim Essediri,26,RWM,69,61
Ã˜yvind HoÃ¥s,21,ST,69,69
FrÃ©dÃ©ric Mendy,23,LF,69,69
Damien Bridonneau,30,RB,69,67
Eduardo Tuzzio,31,CB,69,61
Mario Gomez,20,ST,69,65
Thomas Paulus,23,CB,69,63
Christian Maggio,23,RB,69,69
Alex von Schwedler,25,CB,69,64
Lorenzo Sibilano,27,SW,69,66
Jacek DembiÅ„ski,35,ST,69,66
MichaÅ‚ Stasiak,24,SW,69,69
Mariusz Liberda,28,GK,69,65
Maciel,26,CAM,69,68
Vasiliy Berezutskiy,23,CB,69,63
Nemanja Vucicevic,26,ST,69,68
GavilÃ¡n,20,LM,69,66
LledÃ_,26,GK,69,67
Ramis,20,CB,69,70
CortÃ©s,25,RB,69,66
Unai,30,CB,69,68
Mikael Dorsin,23,LB,69,72
Ioan Viorel Ganea,32,ST,69,66
Mehmet Yozgatli,26,RWM,69,57
Aurelio,27,CM,69,67
Juan Daniel CÃ¡ceres,31,CB,69,64
Leandro Atilio Romagnoli,24,CAM,69,69
Federico DomÃ_nguez,29,LB,69,67
ÃÅlvaro,21,LWM,69,68
Freddy Adu,16,CAM,69,64
Matej Mavric,26,CB,69,68
Stoyan Kolev,29,GK,69,61
VÃ_ctor GutiÃ©rrez,27,RWB,69,60
F. Guillermo Ochoa,20,GK,69,75
Daisuke Matsui,24,CAM,69,67
Claudio SuÃ¡rez,36,CB,69,71
Hugo SÃ¡nchez,24,CB,69,69
Julio CÃ©sar CÃ¡ceres,25,CB,69,67
Mauricio Solis,32,CDM,69,64
Junzhe Zhao,26,CM,69,67
Mariano Bombarda,32,ST,69,68
BolÃ_var,25,LWM,69,64
Ivan Gvozdenovic,27,LWB,69,69
Evgeniy Aldonin,25,CM,69,70
Mohammed Aliyu-Datti,23,ST,69,69
Jung Woo Kim,23,CDM,69,64
Jae Woon Jeon,24,CAM,69,65
Fabijan Cipot,28,LM,69,67
Heriberto RamÃ_n Morales,30,CB,69,62
Wade Barrett,29,LB,69,67
Leandro,28,LM,69,76
Frankie Oviedo,31,CAM,69,72
Nicola Santoni,26,GK,69,67
Colin McMenamin,24,CF,69,66
GermÃ¡n Lux,23,GK,69,65
Blerim Dzemaili,19,CB,69,66
GermÃ¡n Hornos,23,ST,69,70
Vladan Kujovic,27,GK,69,56
Marco AntÃ´nio,20,CAM,69,67
Jiri Homola,25,CB,69,64
Jeff Smith,25,LM,69,65
Simon Johnson,22,ST,69,66
LÃºcio,26,LB,69,68
Thiago,25,CF,69,69
Danko Lazovic,22,ST,69,68
Goran Pandev,22,LWM,69,73
Antonio Langella,28,ST,69,68
Alessandro Rosina,21,SW,69,67
Vittorio Micolucci,22,CB,69,61
Sergio Marcon,34,GK,69,61
Yong Dae Kim,25,GK,69,67
Yong Bal Lee,32,GK,69,69
Hong Cheol Kim,26,RB,69,64
Seong Yong Woo,32,CF,69,67
I Seop Kim,31,GK,69,64
Thiago,25,CB,69,65
Machado,29,ST,69,67
Nonato,26,CF,69,66
ÃÅngel,24,CB,69,66
RaÃºl LÃ_pez,28,CB,69,67
Hasdeu Mhail,31,RF,69,72
VinÃ_cius,28,CB,69,67
Igor,26,CB,69,65
Marcelo Batatais,30,CB,69,65
AndrÃ©,33,GK,69,66
Michel,24,LB,69,67
Steve Sidwell,22,CAM,69,66
Craig Beattie,21,ST,69,69
Leon Andreasen,22,CB,69,64
Ersin Demir,27,ST,69,68
Junior,23,CDM,69,65
Milovan Sikimic,24,CB,69,64
Andrey Vorobey,26,ST,69,72
Simon Rolfes,23,CDM,69,68
Ian Henderson,20,CF,69,69
Lilian Laslandes,33,ST,69,67
Geoffrey Dernis,24,CM,69,69
SÃ©bastien Roudet,24,LWM,69,67
SÃ©bastien Dallet,31,RF,69,66
CÃ©dric KantÃ©,26,CB,69,67
Nicolas Marin,24,CF,69,68
GÃ©rard Gnanhouan,26,GK,69,68
SÃ©bastien Chabaud,28,LM,69,68
Noguerol,29,CB,69,65
JÃ¡uregui,30,GK,69,65
Alberto,27,RF,69,69
Federico Balzaretti,23,CB,69,66
Antonio,25,CB,69,66
Cuadrado,26,CB,69,64
Jermaine Jones,23,RS,69,67
Santi,31,CB,69,66
Marco KÃ_ntzel,29,ST,69,69
David Friio,32,CM,69,68
MartÃ_,30,CM,69,70
Hidalgo,26,CDM,69,66
Chema,29,RM,69,69
Robles,24,CM,69,67
SchÃ_rrer,34,CB,69,66
Quique ÃÅlvarez,30,CB,69,70
Reto Ziegler,19,LM,69,68
Federico Agliardi,22,GK,69,66
Javier Casas,23,LB,69,68
Texeira de Souza Juarez,31,CB,69,68
Stanko Svitlica,29,ST,69,68
JÃ¶rg Emmerich,31,SW,69,66
Daniel Schumann,28,CB,69,64
FranÃ§ois-Joseph Modesto,27,CB,69,64
Luigi Anaclerio,24,ST,69,66
Matthieu Louis-Jean,29,RB,69,68
Jim Brennan,28,LB,69,69
Chris Burke,21,RWM,69,64
Marius Ebbers,27,ST,69,69
Leandro Damian CufrÃ©,27,RB,69,68
Zvonko Milojevic,33,GK,69,62
Haraldur F. Gudmundsson,23,CB,69,67
Marlon Broomes,27,CB,69,65
Josef Ivanovic,31,ST,69,68
Ivica Grlic,30,CDM,69,68
Zvjezdan Misimovic,23,CF,69,68
Markus Feulner,23,CM,69,71
Antonio da Silva,27,CAM,69,70
Connor Casey,24,ST,69,69
Clemens Fritz,24,RWB,69,68
Davide Possanzini,29,ST,69,67
Kemal Bouhrani,23,ST,69,70
Paul Smith,25,GK,69,68
Stephen Bywater,24,GK,69,67
Muhamed Konjic,35,CB,69,66
Lee Holmes,18,LWM,69,63
Kevin Harper,29,RWM,69,67
Jamie Smith,24,RWM,69,65
Kevin Gallen,29,CF,69,63
Steve Lovell,24,ST,69,72
Angelo Palombo,23,LM,69,67
Issa Ba,23,RWM,69,62
Adam Proudlock,24,ST,69,67
David Rasmussen,28,RM,69,71
Kalu Uche,22,RM,69,64
Abdelnasser Ouadah,29,CAM,69,70
Glenn Leif StÃ¥hl,33,CB,69,68
Jonathan Ashton,22,CB,69,63
Ellery Cairo,27,RF,69,69
Nicola Zanini,31,CM,69,68
Francesco Tavano,26,ST,69,65
HÃ¥kon Opdal,23,GK,69,68
Julio Iglesias,32,GK,69,70
Arjan Ebbinge,30,CB,69,63
Lee Morris,25,ST,69,67
Kenny Miller,25,ST,69,68
Petr Ruman,28,CAM,69,63
Marcus Stewart,33,CF,69,68
Carlton Cole,21,ST,69,69
George McCartney,24,CB,69,68
Christian Dailly,31,CB,69,67
DarÃ_o RodrÃ_guez,30,LB,69,69
Sylvain N'Diaye,29,CM,69,72
Etienne Didot,22,CDM,69,67
Habib Bamogo,23,ST,69,67
Eric Cubilier,26,RB,69,66
Roda Antar,24,CAM,69,67
Stelios Venetidis,28,LB,69,70
GÃ_rkan Sermeter,31,CAM,69,71
Lamine TraorÃ©,23,CB,69,62
Roca,23,CM,69,80
Marcelo Trapasso,28,RWM,69,61
Bjorn De Wilde,26,ST,69,68
Abubakari Yakubu,23,CDM,69,71
Gabilondo,26,LM,69,70
Gary Caldwell,23,CB,69,65
Jong Gug Song,26,RWB,69,69
Auriol Guillaume,25,LB,69,63
Mattias Jonson,31,CF,69,68
Ian Murray,24,CB,69,74
Ã–nder Turaci,24,RB,69,69
Kurtz Kambert,31,CB,69,62
Simen Brenne,24,CAM,69,68
Laurent Fassotte,27,CB,69,67
Daniel Gygax,23,RWM,69,72
Tobias Rau,23,LWB,69,64
Jocelyn Gourvennec,33,CAM,69,66
Tobias Willi,25,RWM,69,67
Chris Albright,26,RB,69,71
Rui Marques,27,CB,69,64
Notario,32,GK,69,70
Brian Priske,28,RB,69,68
Rune Nilssen,29,GK,69,68
Todi JÃ_nsson,33,CF,69,70
Ricardo Costa,24,CB,69,70
Ritchie Humphreys,27,LM,69,62
Ronald Cerritos,30,ST,69,68
Dagfinn Enerly,32,RM,69,72
Alexandre Quennoz,26,CB,69,65
Dudu Aouate,27,GK,69,73
Yao Aziawonou,25,CM,69,59
Cobi Jones,35,RM,69,72
Jimmy Conrad,25,LB,69,73
Ben Olsen,28,RM,69,70
Sander Boschker,34,GK,69,68
Antonio Dos Santos,25,LM,69,70
Diego Gutierrez,32,CDM,69,69
Stephen McPhail,25,LM,69,65
GyÃ¶rgy KorsÃ_s,29,RB,69,64
Cristiano Lupatelli,27,GK,69,69
Steve Watson,31,RB,69,71
Chris Weale,23,GK,69,65
Emilliano Salvetti,31,CDM,69,61
Florian Bruns,26,LWM,69,64
Otto Addo,30,CAM,69,66
Johan Radet,28,LB,69,71
Rodolfo MartÃ_n Arruabarrena,30,LB,69,70
Benjamin Kibebe,24,CB,69,65
Mattias Asper,31,GK,69,68
AcuÃ±a,33,CDM,69,68
Mario Hieblinger,28,CB,69,67
Erik Fuglestad,31,CM,69,69
Alfred Schreuder,32,CM,69,68
Carlo Nash,31,GK,69,63
RenÃ© Aufhauser,29,CM,69,67
Barry van Galen,35,LWM,69,66
JosÃ© Fortes Rodriguez,33,CB,69,65
Anthony Lurling,28,LS,69,69
Patrick Weiser,33,LB,69,70
Michael Hofmann,32,GK,69,66
Dimitrios Grammozis,27,CDM,69,66
Johan Anegrund,32,CB,69,63
GrÃ©gory Paisley,28,LB,69,66
Ivica Mornar,31,RWM,69,62
Toni Kuivasto,29,CB,69,64
Carsten Cullmann,29,RB,69,67
Olivier De Cock,29,RB,69,69
Olivier Echouafni,32,CM,69,66
FranÃ§ois Grenet,30,RWB,69,69
Marians Pahars,29,CF,69,69
Martin Pieckenhagen,33,GK,69,67
Luigi Turci,35,GK,69,61
Robert Douglas,33,GK,69,68
Espen Hoff,23,ST,69,69
Marco Marchionni,25,CAM,69,65
Luke Chadwick,24,RM,69,69
Filippini E.,32,RM,69,72
Simo Valakari,32,CDM,69,62
Anders Andersson,31,CM,69,67
Dariusz Wosz,36,CAM,69,68
Fary,30,ST,69,65
Carsten Ramelow,31,CDM,69,62
Stefan Blank,28,LWB,69,67
Michael Hartmann,31,LB,69,69
Luis Loureiro,28,CM,69,68
Edgar Jankauskas,30,ST,69,77
Paolo Foglio,29,CB,69,68
PÃ¡l DÃ¡rdai,29,CDM,69,66
Lorenzo Stovini,28,CB,69,60
Kevin Horlock,32,CM,69,65
Gary Breen,31,CB,69,65
Michael Johnson,32,CB,69,66
Alan Mahon,27,LM,69,66
John McGreal,33,CB,69,64
Andrew Welsh,22,LWM,69,61
Yannis Anastasiou,32,ST,69,67
Dean Sturridge,32,ST,69,69
Fabrice Ehret,25,LWM,69,64
FrÃ©dÃ©ric Mendy,31,CB,69,66
Florent Laville,32,CB,69,65
David Jemmali,30,RWB,69,65
Joachim BjÃ¶rklund,34,CB,69,66
Claudio Bellucci,30,ST,69,68
Luigi Di Biagio,34,CDM,69,67
Andy Campbell,26,CF,69,67
Rob Hulse,25,CF,69,66
Sladan Asanin,34,CB,69,66
Alexander Zickler,31,ST,69,67
Gerry Taggart,34,CB,69,67
Christian Rahn,26,LM,69,71
Frank Sinclair,33,CB,69,67
Dennis Wise,38,CM,69,64
David SÃ¡nchez,23,CAM,69,73
M. Richardes,23,CAM,68,67
Schumaker,18,ST,68,67
Marlon,25,CF,68,66
Fabio,23,CB,68,63
Adrian,29,CF,68,65
Welington,28,CF,68,66
Marko Basa,22,CB,68,66
Altair,23,CB,68,65
Ibrahim Salou,26,ST,68,68
Khaled Mouelhi,24,CM,68,69
Alejandro Cesar Alonso,23,RWM,68,63
Federico Piovaccari,20,LS,68,67
Paolo Herman Dellafiore,20,CB,68,68
Urby Emanuelson,19,LB,68,65
Xavier Becas,26,ST,68,65
Issam JomÃ¢Ã¢,21,CF,68,67
Miranda,20,CB,68,60
Jardel,19,CB,68,63
LÃ©o Guerra,29,ST,68,68
Schneider,22,RWB,68,67
Aureliano Torres,23,LWM,68,66
Stephen O'Donnell,19,CM,68,69
Jeroen Simaeys,20,CF,68,66
Clearwater,26,RS,68,68
DÃªnis Marques,24,ST,68,68
Fellype Gabriel,19,CAM,68,67
Aldo Antonio Bobadilla,29,GK,68,68
Peter Ramage,19,CB,68,67
Nuno Mendes,27,CB,68,63
Thiago,23,CAM,68,66
Samuel Caballero,30,CB,68,67
Marc-AndrÃ© Kruska,18,CM,68,64
Jesper Mathisen,18,ST,68,67
CanindÃ©,25,CAM,68,66
Alex Dias,33,ST,68,74
Juninho,22,CB,68,64
Leyti N'Diaye,20,CB,68,64
Curtis Davies,20,CB,68,63
ÃÅlvaro NÃºÃ±ez,32,GK,68,67
Kasper Schmeichel,19,GK,68,67
JÃ©rÃ©my ClÃ©ment,20,CM,68,65
James Vaughan,17,ST,68,65
Andy Morrell,30,ST,68,65
AndrÃ©s Ugalde,24,CM,68,65
James Morrison,19,CM,68,66
Jonathan Spector,19,CB,68,67
Carlinhos,25,CB,68,67
Giuseppe Rossi,17,ST,68,65
Arno van Zwam,35,GK,68,59
Peter Whittingham,20,LM,68,67
Luke Moore,19,ST,68,65
Segun Abiodun,20,ST,68,69
Alex,23,CB,68,66
Nicola Pozzi,19,ST,68,65
Xavi MorÃ©,23,RWM,68,66
Adriano Faria Pimenta,19,CM,68,65
Alan Doyle,18,CB,68,64
Juan JosÃ© GarcÃ_a Granero,24,LWM,68,67
Santamaria,23,CB,68,67
Mark Lynch,23,RB,68,70
Christian Gentner,20,CM,68,69
Iain Turner,21,GK,68,67
Miso Brecko,21,RB,68,66
Vincenzo Santoruvo,27,ST,68,66
Yaokun Zhang,24,CB,68,63
Matthias Langkamp,21,CB,68,62
Michal Kolomaznik,29,ST,68,67
Kamil Kosowski,27,LM,68,70
Christian MÃ_ller,21,RM,68,70
Tim Sebastian,21,CDM,68,65
ÃÅdÃ¡m KomlÃ_si,27,CB,68,65
Neri RaÃºl Cardozo,19,CM,68,78
Francisco Gabriel De Anda,34,CB,68,71
Gabriel Santos,22,CB,68,66
Jong Duk Won,28,GK,68,67
CÃ©dric ElzÃ©ard,30,LWB,68,64
Oleg Iachtchouk,27,CF,68,72
VÃ_ctor RuÃ_z,36,LM,68,70
Israel VelÃ¡zquez,29,CB,68,57
Richard Wood,20,CB,68,63
Gilberto Mora,29,RM,68,64
Felipe de JesÃºs Ayala,27,CM,68,64
AdriÃ¡n GarcÃ_a Arias,29,SW,68,61
Karim Saidi,22,CB,68,60
Luis Gabriel Rey,25,ST,68,74
Horacio Cervantes,23,CB,68,61
Tomas Sivok,21,CM,68,69
Harald Wapenaar,35,GK,68,67
Alonso SolÃ_s,26,CAM,68,65
Try Bennett,30,RWB,68,65
Jose Francisco Porras,34,GK,68,59
Darren Ambrose,17,RWM,68,66
Nordin Jbari,30,ST,68,66
Henrique,21,RF,68,66
Cristian ÃÅlvarez,27,RB,68,66
Ben Wright,25,ST,68,67
Oscar Moens,32,GK,68,66
RÃ_bson Luiz,28,CAM,68,66
Danny Pugh,21,LB,68,68
Jason Talbot,19,LB,68,66
Johan LÃ_dre BjÃ¸rdal,19,CB,68,68
PÃ©ter KovÃ¡cs,27,ST,68,69
Morten Pedersen,34,CB,68,69
Johan ThorbjÃ¸rnsen,21,GK,68,63
Alexis Nicolas,22,CM,68,67
Braulio Luna,31,CAM,68,71
SÃ©bastien Puygrenier,23,CB,68,63
Joshua Kennedy,23,ST,68,66
Lambros Vagelis,23,RWM,68,61
Milen Petkov,31,CM,68,62
Alessandro Potenza,21,CB,68,66
Guiseppe Mascara,26,CF,68,67
Alfonso Camorani,27,LM,68,67
Raio Piiroja,26,CB,68,64
JoÃ£o Pereira,21,RWM,68,66
RadosÅ‚aw Sobolewski,28,CDM,68,59
Sebastian Przyrowski,23,GK,68,65
Raul Meireles,22,CM,68,73
Alexey Berezutskiy,23,CB,68,66
Adrian Neaga,26,RF,68,67
Horacio Javier PÃ_nola,22,CB,68,64
Gabi,22,CM,68,65
Manu Del Moral,21,ST,68,67
Pablo GarcÃ_a,20,CB,68,65
Buades,25,RB,68,66
Juanma,27,RWB,68,67
MÃ_chel,29,LM,68,69
Jordi LÃ_pez,24,CDM,68,66
HÃ©rita Ilunga N'kongolo,23,LWB,68,68
Juanmi,28,CB,68,53
Kirian,21,CB,68,68
Jon Inge HÃ¸iland,27,RWB,68,68
Ibrahim Yavuz,22,RWB,68,68
Zdravko Lazarov,29,ST,68,68
Recep Biler,24,GK,68,63
Brian Robert,21,RWM,68,59
Diego Daniel Colotto,24,CB,68,71
CÃ©sar Osvaldo La Paglia,26,CM,68,69
Gaston Casas,27,CF,68,65
Pablo Facundo Bonvin,24,CF,68,67
Milton do Ã“,26,CB,68,63
Redondo,28,RB,68,65
Antonin Kinsky,30,GK,68,71
Zoran Jankovic,31,ST,68,65
Rosen Kirilov,32,CB,68,64
Cha D. R.,25,RS,68,67
Melvin Brown,26,CB,68,61
Fabiano,32,CB,68,64
Morais,21,CAM,68,68
Vincent Enyeama,22,GK,68,67
Felipe Baloy,24,CB,68,70
Joris Marveaux,23,CB,68,65
Gustavo Enrique Reggi,32,ST,68,68
Amadou Dangadji Rabihou,20,ST,68,65
Carlos Salcido,25,CB,68,75
Daniel Osorno,26,ST,68,69
JoÃ£o TomÃ¡s,30,ST,68,62
NicolÃ¡s AndrÃ©s Burdisso,24,CB,68,66
Ismael ÃçÃ±iguez,24,RWM,68,67
Gerardo Galindo,27,CDM,68,70
Gennaro Ruotolo,38,RM,68,63
Nigel Reo-Coker,18,CM,68,63
StÃ©phane Dumont,23,CDM,68,66
Tommy Wright,20,ST,68,64
Chris O'Grady,19,ST,68,62
Yoann Folly,20,CDM,68,64
GonÃ§alo BrandÃ£o,18,CB,68,63
Souza,26,RM,68,68
Todd Dunivant,24,LB,68,67
Arron Davies,21,RWM,68,63
Samuel Allegro,27,RB,68,67
Yann Jouffre,21,CM,68,66
Raffaele Biancolino,28,ST,68,67
Peter Osaze Odemwingie,24,ST,68,75
Shalrie Joseph,27,CDM,68,64
Jamal Alioui,23,CB,68,66
RenÃ© Bolf,31,CB,68,65
Dong Seok Park,24,GK,68,64
Dae Eui Kim,31,LF,68,69
Jo Guk Jeong,21,CF,68,67
Gi Dong Kim,34,CDM,68,62
Byeong Ho Sin,28,ST,68,67
Jin Sub Park,28,RWB,68,67
Stefan Reisinger,23,ST,68,66
Luna,33,ST,68,66
Losada,28,LS,68,67
Alexis,20,CB,68,69
ClÃªmer,36,GK,68,67
Douglas Silva,25,CDM,68,67
Augusto Recife,22,CDM,68,59
AndrÃ© Luis,25,CB,68,63
Fernando,25,CB,68,64
Renato,27,CDM,68,66
FabrÃ_cio,23,CM,68,67
Chiguy Lucau,21,ST,68,68
Ryan Jarvis,19,CF,68,68
Dusan Djuric,20,CAM,68,66
Serkan Balci,22,RM,68,68
Cihan Haspolatli,25,CDM,68,64
Jan Van Steenberghe,33,GK,68,65
Copa,25,GK,68,61
Jean Makoun,22,LM,68,76
Aziz Ben Askar,29,CB,68,64
Vincent Hognon,31,CB,68,61
Cato Guntveit,30,RM,68,66
Javi Baraja,25,RB,68,67
Miguel PÃ©rez,26,RM,68,67
Ortiz,28,ST,68,65
Petter Furuseth Olsen,27,RF,68,68
Ettien,26,CDM,68,70
Moreno,30,LM,68,67
Dimitriu L. Rosu,29,CAM,68,69
Izquierdo,25,RB,68,65
IvÃ¡n HernÃ¡ndez,25,CM,68,68
Matabuena,26,CDM,68,66
Des Walker,39,CB,68,63
Corona,29,CB,68,64
Christophe Avezac,28,LWM,68,63
Ã“scar,25,CB,68,68
Mikel Alonso,25,RM,68,70
Nacho,25,LWM,68,63
Ronnie O'Brien,26,RM,68,75
Nasir El Kasmi,22,CAM,68,66
Karel Geraerts,23,CM,68,68
Tiko,28,CM,68,70
Tony Vaughan,29,CB,68,64
